ST,OCC_CODE,OCC_TITLE,LOC_Q,A_MEAN
NH,43-4061,"Eligibility Interviewers, Government Programs",0.81,39780
NH,43-4071,"File Clerks",0.72,25390
NH,43-4081,"Hotel, Motel, and Resort Desk Clerks",1.11,23240
NH,43-4111,"Interviewers, Except Eligibility and Loan",1.4,33060
NH,43-4121,"Library Assistants, Clerical",1.82,26040
NH,43-4131,"Loan Interviewers and Clerks",0.81,36320
NH,43-4141,"New Accounts Clerks",2.27,33580
NH,43-4151,"Order Clerks",1.19,34520
NH,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",0.82,37330
NH,43-4171,"Receptionists and Information Clerks",1.18,28370
NH,43-4181,"Reservation and Transportation Ticket Agents and Travel Clerks",0.2,29720
NH,43-4199,"Information and Record Clerks, All Other",1.34,32740
NH,43-5011,"Cargo and Freight Agents",0.16,50970
NH,43-5021,"Couriers and Messengers",1.6,23560
NH,43-5031,"Police, Fire, and Ambulance Dispatchers",1.79,41450
NH,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",0.69,40670
NH,43-5041,"Meter Readers, Utilities",0.62,51740
NH,43-5051,"Postal Service Clerks",1.32,50460
NH,43-5052,"Postal Service Mail Carriers",1.02,50630
NH,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",1.22,50850
NH,43-5061,"Production, Planning, and Expediting Clerks",0.79,51400
NH,43-5071,"Shipping, Receiving, and Traffic Clerks",0.88,32970
NH,43-5081,"Stock Clerks and Order Fillers",1.48,26370
NH,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",0.43,38660
NH,43-6011,"Executive Secretaries and Executive Administrative Assistants",0.51,55190
NH,43-6012,"Legal Secretaries",0.87,42020
NH,43-6013,"Medical Secretaries",0.93,35800
NH,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",1.11,33890
NH,43-9011,"Computer Operators",1.06,43850
NH,43-9021,"Data Entry Keyers",1.57,29100
NH,43-9022,"Word Processors and Typists",0.23,35310
NH,43-9031,"Desktop Publishers",0.91,48860
NH,43-9041,"Insurance Claims and Policy Processing Clerks",1.12,41040
NH,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",1,28730
NH,43-9061,"Office Clerks, General",1.07,35820
NH,43-9071,"Office Machine Operators, Except Computer",1.41,27250
NH,43-9081,"Proofreaders and Copy Markers",0.76,39420
NH,43-9111,"Statistical Assistants",1.4,47590
NH,43-9199,"Office and Administrative Support Workers, All Other",2.46,28200
NH,45-0000,"Farming, Fishing, and Forestry Occupations",0.36,32700
NH,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",0.56,51550
NH,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",0.16,27360
NH,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",0.97,26620
NH,45-4022,"Logging Equipment Operators",2.02,35410
NH,47-0000,"Construction and Extraction Occupations",0.78,44450
NH,47-1011,"First-Line Supervisors of Construction Trades and Extraction Workers",0.99,61010
NH,47-2011,Boilermakers,0.84,69950
NH,47-2021,"Brickmasons and Blockmasons",0.81,48140
NH,47-2022,Stonemasons,1.55,41480
NH,47-2031,Carpenters,0.96,43430
NH,47-2041,"Carpet Installers",0.98,36090
NH,47-2044,"Tile and Marble Setters",0.42,47440
NH,47-2051,"Cement Masons and Concrete Finishers",0.21,45280
NH,47-2061,"Construction Laborers",0.7,33430
NH,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",0.87,39270
NH,47-2073,"Operating Engineers and Other Construction Equipment Operators",0.53,44600
NH,47-2081,"Drywall and Ceiling Tile Installers",0.91,44280
NH,47-2082,Tapers,0,67380
NH,47-2111,Electricians,0.8,48320
NH,47-2121,Glaziers,0.67,33300
NH,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",1.04,36750
NH,47-2141,"Painters, Construction and Maintenance",0.93,37100
NH,47-2151,Pipelayers,0.46,44490
NH,47-2152,"Plumbers, Pipefitters, and Steamfitters",0.81,52050
NH,47-2181,Roofers,0.42,43380
NH,47-2211,"Sheet Metal Workers",1.13,43410
NH,47-2221,"Structural Iron and Steel Workers",0.5,47020
NH,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",1.42,35550
NH,47-3012,Helpers--Carpenters,0.26,28610
NH,47-3013,Helpers--Electricians,0.39,27140
NH,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",0.35,31450
NH,47-3019,"Helpers, Construction Trades, All Other",0.76,20940
NH,47-4011,"Construction and Building Inspectors",0.69,55910
NH,47-4041,"Hazardous Materials Removal Workers",1.51,41960
NH,47-4051,"Highway Maintenance Workers",2.32,35620
NH,47-4071,"Septic Tank Servicers and Sewer Pipe Cleaners",1.01,34070
NH,47-4099,"Construction and Related Workers, All Other",2.39,48990
NH,47-5021,"Earth Drillers, Except Oil and Gas",1.72,43280
NH,47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters",0,59320
NH,47-5081,"Helpers--Extraction Workers",0.41,37350
NH,49-0000,"Installation, Maintenance, and Repair Occupations",0.98,49060
NH,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",0.99,70070
NH,49-2011,"Computer, Automated Teller, and Office Machine Repairers",1.42,43640
NH,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",0.46,48990
NH,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",1.24,66180
NH,49-2091,"Avionics Technicians",1.31,60660
NH,49-2092,"Electric Motor, Power Tool, and Related Repairers",0,55340
NH,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",0.78,56900
NH,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",0.56,72660
NH,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",0.78,35690
NH,49-2097,"Electronic Home Entertainment Equipment Installers and Repairers",1.95,47560
NH,49-2098,"Security and Fire Alarm Systems Installers",0.87,48780
NH,49-3011,"Aircraft Mechanics and Service Technicians",0.44,60830
NH,49-3021,"Automotive Body and Related Repairers",1.02,39760
NH,49-3022,"Automotive Glass Installers and Repairers",0,43570
NH,49-3023,"Automotive Service Technicians and Mechanics",1.3,44740
NH,49-3031,"Bus and Truck Mechanics and Diesel Engine Specialists",0.76,46080
NH,49-3041,"Farm Equipment Mechanics and Service Technicians",0.32,46490
NH,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",0.65,47630
NH,49-3051,"Motorboat Mechanics and Service Technicians",1.85,41960
NH,49-3052,"Motorcycle Mechanics",2.87,42200
NH,49-3053,"Outdoor Power Equipment and Other Small Engine Mechanics",2.1,35980
NH,49-3091,"Bicycle Repairers",1.97,24840
NH,49-3092,"Recreational Vehicle Service Technicians",2.01,35810
NH,49-3093,"Tire Repairers and Changers",1.05,24780
NH,49-9011,"Mechanical Door Repairers",1.87,43220
NH,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",0.79,54440
NH,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1.27,51990
NH,49-9031,"Home Appliance Repairers",0.52,40250
NH,49-9041,"Industrial Machinery Mechanics",1.37,54480
NH,49-9043,"Maintenance Workers, Machinery",0.49,40250
NH,49-9044,Millwrights,1.09,55250
NH,49-9051,"Electrical Power-Line Installers and Repairers",1.15,75160
NH,49-9052,"Telecommunications Line Installers and Repairers",0.69,58800
NH,49-9062,"Medical Equipment Repairers",0.6,54550
NH,49-9063,"Musical Instrument Repairers and Tuners",0,40420
NH,49-9069,"Precision Instrument and Equipment Repairers, All Other",2.72,64900
NH,49-9071,"Maintenance and Repair Workers, General",0.73,40580
NH,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",0.21,36580
NH,49-9094,"Locksmiths and Safe Repairers",0.93,50880
NH,49-9095,"Manufactured Building and Mobile Home Installers",3.11,40310
NH,49-9096,Riggers,0.3,38700
NH,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",0.96,26370
NH,49-9099,"Installation, Maintenance, and Repair Workers, All Other",0.91,42020
NH,51-0000,"Production Occupations",1.06,37240
NH,51-1011,"First-Line Supervisors of Production and Operating Workers",1.04,61990
NH,51-2021,"Coil Winders, Tapers, and Finishers",0.76,33470
NH,51-2022,"Electrical and Electronic Equipment Assemblers",2.06,32260
NH,51-2023,"Electromechanical Equipment Assemblers",6.07,36150
NH,51-2031,"Engine and Other Machine Assemblers",1.1,45450
NH,51-2041,"Structural Metal Fabricators and Fitters",0.85,44440
NH,51-2092,"Team Assemblers",0.79,34490
NH,51-2099,"Assemblers and Fabricators, All Other",0.94,32010
NH,51-3011,Bakers,0.73,26330
NH,51-3021,"Butchers and Meat Cutters",0.83,35020
NH,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",0.08,24190
NH,51-3092,"Food Batchmakers",0.62,26680
NH,51-3099,"Food Processing Workers, All Other",0.69,26230
NH,51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",2.74,36930
NH,51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",0.97,58390
NH,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",1.66,34980
NH,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",0.52,35360
NH,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",0.33,36750
NH,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",0.49,34730
NH,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.97,36680
NH,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1.57,37590
NH,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.73,40210
NH,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",1.11,42390
NH,51-4041,Machinists,1.35,44510
NH,51-4051,"Metal-Refining Furnace Operators and Tenders",0.43,37750
NH,51-4071,"Foundry Mold and Coremakers",3.46,32160
NH,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",2.1,30350
NH,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2.03,39920
NH,51-4111,"Tool and Die Makers",1.05,50890
NH,51-4121,"Welders, Cutters, Solderers, and Brazers",0.64,42000
NH,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",1.07,31880
NH,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",1.18,38220
NH,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",0.54,30550
NH,51-4194,"Tool Grinders, Filers, and Sharpeners",1.47,42050
NH,51-4199,"Metal Workers and Plastic Workers, All Other",8.22,33340
NH,51-5111,"Prepress Technicians and Workers",0.78,45950
NH,51-5112,"Printing Press Operators",1.26,37280
NH,51-5113,"Print Binding and Finishing Workers",0.71,31080
NH,51-6011,"Laundry and Dry-Cleaning Workers",0.83,22890
NH,51-6021,"Pressers, Textile, Garment, and Related Materials",1.43,21120
NH,51-6031,"Sewing Machine Operators",0.82,29090
NH,51-6052,"Tailors, Dressmakers, and Custom Sewers",0.65,36110
NH,51-6061,"Textile Bleaching and Dyeing Machine Operators and Tenders",1.55,32060
NH,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",0.71,32770
NH,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",0.67,32660
NH,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",0.57,36000
NH,51-6093,Upholsterers,0.52,46370
NH,51-6099,"Textile, Apparel, and Furnishings Workers, All Other",4.86,32010
NH,51-7011,"Cabinetmakers and Bench Carpenters",1.31,33240
NH,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",1.02,29450
NH,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",1.61,30580
NH,51-7099,"Woodworkers, All Other",0,37780
NH,51-8013,"Power Plant Operators",1.07,59490
NH,51-8021,"Stationary Engineers and Boiler Operators",0.6,56390
NH,51-8031,"Water and Wastewater Treatment Plant and System Operators",0.7,49090
NH,51-8092,"Gas Plant Operators",0.41,67800
NH,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",0,53700
NH,51-8099,"Plant and System Operators, All Other",2.08,53180
NH,51-9011,"Chemical Equipment Operators and Tenders",0.87,40100
NH,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",1.18,43390
NH,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",1.13,36950
NH,51-9022,"Grinding and Polishing Workers, Hand",1.1,34110
NH,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",0.44,38910
NH,51-9031,"Cutters and Trimmers, Hand",0.51,32690
NH,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",0.92,36200
NH,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",1.3,31910
NH,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",0.44,39920
NH,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",1.34,41240
NH,51-9071,"Jewelers and Precious Stone and Metal Workers",0.95,37480
NH,51-9081,"Dental Laboratory Technicians",1.52,43350
NH,51-9083,"Ophthalmic Laboratory Technicians",1.45,31900
NH,51-9111,"Packaging and Filling Machine Operators and Tenders",0.61,33420
NH,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",0.91,35000
NH,51-9122,"Painters, Transportation Equipment",0.33,44890
NH,51-9141,"Semiconductor Processors",0.54,44930
NH,51-9151,"Photographic Process Workers and Processing Machine Operators",1.43,25200
NH,51-9191,"Adhesive Bonding Machine Operators and Tenders",0.92,33270
NH,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",2.16,32400
NH,51-9194,"Etchers and Engravers",1.21,28370
NH,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",1.7,30490
NH,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",0.52,42280
NH,51-9198,"Helpers--Production Workers",1.04,25000
NH,51-9199,"Production Workers, All Other",1.69,30200
NH,53-0000,"Transportation and Material Moving Occupations",0.75,34540
NH,53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",0.54,45450
NH,53-1031,"First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators",0.7,58400
NH,53-2011,"Airline Pilots, Copilots, and Flight Engineers",0.11,98530
NH,53-2012,"Commercial Pilots",0.97,70270
NH,53-2021,"Air Traffic Controllers",4.43,139590
NH,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",0.7,23950
NH,53-3021,"Bus Drivers, Transit and Intercity",0.42,37720
NH,53-3022,"Bus Drivers, School or Special Client",1.14,29600
NH,53-3031,"Driver/Sales Workers",1.15,30340
NH,53-3032,"Heavy and Tractor-Trailer Truck Drivers",0.83,41670
NH,53-3033,"Light Truck or Delivery Services Drivers",1.12,29920
NH,53-3041,"Taxi Drivers and Chauffeurs",1.22,26130
NH,53-3099,"Motor Vehicle Operators, All Other",1.32,30990
NH,53-4011,"Locomotive Engineers",0.28,0
NH,53-4031,"Railroad Conductors and Yardmasters",0.16,37060
NH,53-5021,"Captains, Mates, and Pilots of Water Vessels",0.34,0
NH,53-6021,"Parking Lot Attendants",0.42,24910
NH,53-6031,"Automotive and Watercraft Service Attendants",0.88,22640
NH,53-6051,"Transportation Inspectors",0.32,66820
NH,53-6099,"Transportation Workers, All Other",0.25,31900
NH,53-7011,"Conveyor Operators and Tenders",0.33,32780
NH,53-7021,"Crane and Tower Operators",0.19,49830
NH,53-7032,"Excavating and Loading Machine and Dragline Operators",1.64,43860
NH,53-7051,"Industrial Truck and Tractor Operators",0.64,36560
NH,53-7061,"Cleaners of Vehicles and Equipment",0.65,24530
NH,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",0.56,26740
NH,53-7063,"Machine Feeders and Offbearers",1.13,37600
NH,53-7064,"Packers and Packagers, Hand",0.46,24090
NH,53-7072,"Pump Operators, Except Wellhead Pumpers",0.88,44460
NH,53-7081,"Refuse and Recyclable Material Collectors",1.49,31690
NH,53-7199,"Material Moving Workers, All Other",0,24960
NJ,00-0000,"All Occupations",1,54950
NJ,11-0000,"Management Occupations",1.05,142470
NJ,11-1011,"Chief Executives",0.11,217850
NJ,11-1021,"General and Operations Managers",0.76,163680
NJ,11-1031,Legislators,1.95,0
NJ,11-2011,"Advertising and Promotions Managers",0.82,134760
NJ,11-2021,"Marketing Managers",1.98,161000
NJ,11-2022,"Sales Managers",1.25,156620
NJ,11-2031,"Public Relations and Fundraising Managers",1.17,145910
NJ,11-3011,"Administrative Services Managers",1.1,121320
NJ,11-3021,"Computer and Information Systems Managers",1.45,160660
NJ,11-3031,"Financial Managers",1.38,159310
NJ,11-3051,"Industrial Production Managers",1.04,125380
NJ,11-3061,"Purchasing Managers",1.06,137020
NJ,11-3071,"Transportation, Storage, and Distribution Managers",1.46,123710
NJ,11-3111,"Compensation and Benefits Managers",0.94,154300
NJ,11-3121,"Human Resources Managers",1.05,150400
NJ,11-3131,"Training and Development Managers",1.35,132940
NJ,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",0,83740
NJ,11-9021,"Construction Managers",0.72,140000
NJ,11-9031,"Education Administrators, Preschool and Childcare Center/Program",1.31,64260
NJ,11-9032,"Education Administrators, Elementary and Secondary School",1.31,124560
NJ,11-9033,"Education Administrators, Postsecondary",0.59,137870
NJ,11-9039,"Education Administrators, All Other",0.83,80590
NJ,11-9041,"Architectural and Engineering Managers",0.87,154140
NJ,11-9051,"Food Service Managers",0.52,71440
NJ,11-9061,"Funeral Service Managers",0.63,121300
NJ,11-9071,"Gaming Managers",1.3,82830
NJ,11-9081,"Lodging Managers",0.55,92850
NJ,11-9111,"Medical and Health Services Managers",1.06,117780
NJ,11-9121,"Natural Sciences Managers",2.66,185950
NJ,11-9131,"Postmasters and Mail Superintendents",1,76760
NJ,11-9141,"Property, Real Estate, and Community Association Managers",0.85,77430
NJ,11-9151,"Social and Community Service Managers",1.02,82270
